order_id,product_id,unit_price,quantity,discount,total_price,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_postal_code,ship_country,order_year,order_month,order_day,company_name,contact_name,contact_title,address,city,postal_code,country,order_count,customer_segment,AvgOrderValue,product_name,supplier_id,category_id,quantity_per_unit,unit_price_y,units_in_stock,units_on_order,reorder_level,discontinued,price_segment,category_name,description
10359,16,13.9,56,0.05,739.4799999999999,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,OX15 4NB,UK,1996,11,21,Seven Seas Imports,Hari Kumar,Sales Manager,90 Wadhurst Rd.,London,OX15 4NB,UK,9.0,Regular,623.6663461538461,Pavlova,7,3,32 - 500 g boxes,17.45,29,0,10,0,Economy,Confections,"Desserts, candies, and sweet breads"
10359,31,10.0,70,0.05,665.0,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,OX15 4NB,UK,1996,11,21,Seven Seas Imports,Hari Kumar,Sales Manager,90 Wadhurst Rd.,London,OX15 4NB,UK,9.0,Regular,623.6663461538461,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Economy,Dairy Products,Cheeses
10359,60,27.2,80,0.05,2067.2,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,OX15 4NB,UK,1996,11,21,Seven Seas Imports,Hari Kumar,Sales Manager,90 Wadhurst Rd.,London,OX15 4NB,UK,9.0,Regular,623.6663461538461,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0,Standard,Dairy Products,Cheeses
10360,28,36.4,30,0.0,1092.0,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel père et fils,"24, place Kléber",Strasbourg,67000,France,1996,11,22,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,11.0,Regular,712.8492307692309,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1,Standard,Produce,Dried fruit and bean curd
10360,29,99.0,35,0.0,3465.0,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel père et fils,"24, place Kléber",Strasbourg,67000,France,1996,11,22,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,11.0,Regular,712.8492307692309,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Luxury,Meat/Poultry,Prepared meats
10360,38,210.8,10,0.0,2108.0,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel père et fils,"24, place Kléber",Strasbourg,67000,France,1996,11,22,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,11.0,Regular,712.8492307692309,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,17,0,15,0,Luxury,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10360,49,16.0,35,0.0,560.0,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel père et fils,"24, place Kléber",Strasbourg,67000,France,1996,11,22,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,11.0,Regular,712.8492307692309,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0,Standard,Confections,"Desserts, candies, and sweet breads"
10360,54,5.9,28,0.0,165.20000000000002,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel père et fils,"24, place Kléber",Strasbourg,67000,France,1996,11,22,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,67000,France,11.0,Regular,712.8492307692309,Tourtière,25,6,16 pies,7.45,21,0,10,0,Economy,Meat/Poultry,Prepared meats
10361,39,14.4,54,0.1,699.84,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,183.17,QUICK-Stop,Taucherstraße 10,Cunewalde,01307,Germany,1996,11,22,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,01307,Germany,28.0,Loyal,1282.2942441860466,Chartreuse verte,18,1,750 cc per bottle,18.0,69,0,5,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10361,60,27.2,55,0.1,1346.4,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,183.17,QUICK-Stop,Taucherstraße 10,Cunewalde,01307,Germany,1996,11,22,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,01307,Germany,28.0,Loyal,1282.2942441860466,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0,Standard,Dairy Products,Cheeses
10362,25,11.2,50,0.0,560.0,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app',"12, rue des Bouchers",Marseille,13008,France,1996,11,25,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,13008,France,17.0,Loyal,499.1648295454545,NuNuCa Nuß-Nougat-Creme,11,3,20 - 450 g glasses,14.0,76,0,30,0,Economy,Confections,"Desserts, candies, and sweet breads"
10362,51,42.4,20,0.0,848.0,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app',"12, rue des Bouchers",Marseille,13008,France,1996,11,25,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,13008,France,17.0,Loyal,499.1648295454545,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,20,0,10,0,Standard,Produce,Dried fruit and bean curd
10362,54,5.9,24,0.0,141.60000000000002,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app',"12, rue des Bouchers",Marseille,13008,France,1996,11,25,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,13008,France,17.0,Loyal,499.1648295454545,Tourtière,25,6,16 pies,7.45,21,0,10,0,Economy,Meat/Poultry,Prepared meats
10363,31,10.0,20,0.0,200.0,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,52066,Germany,1996,11,26,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Walserweg 21,Aachen,52066,Germany,6.0,Regular,376.321,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Economy,Dairy Products,Cheeses
10363,75,6.2,12,0.0,74.4,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,52066,Germany,1996,11,26,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Walserweg 21,Aachen,52066,Germany,6.0,Regular,376.321,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,125,0,25,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10363,76,14.4,12,0.0,172.8,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,52066,Germany,1996,11,26,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Walserweg 21,Aachen,52066,Germany,6.0,Regular,376.321,Lakkalikööri,23,1,500 ml,18.0,57,0,20,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10364,69,28.8,30,0.0,864.0,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,71.97,Eastern Connection,35 King George,London,WX3 6FW,UK,1996,11,26,Eastern Connection,Ann Devon,Sales Agent,35 King George,London,WX3 6FW,UK,8.0,Regular,702.9064285714286,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,26,0,15,0,Standard,Dairy Products,Cheeses
10364,71,17.2,5,0.0,86.0,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,71.97,Eastern Connection,35 King George,London,WX3 6FW,UK,1996,11,26,Eastern Connection,Ann Devon,Sales Agent,35 King George,London,WX3 6FW,UK,8.0,Regular,702.9064285714286,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,Standard,Dairy Products,Cheeses
10365,11,16.8,24,0.0,403.20000000000005,ANTON,3,1996-11-27,1996-12-25,1996-12-02,2,22.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,05023,Mexico,1996,11,27,Antonio Moreno Taquería,Antonio Moreno,Owner,Mataderos  2312,México D.F.,05023,Mexico,7.0,Regular,413.17514705882354,Queso Cabrales,5,4,1 kg pkg.,21.0,22,30,30,0,Standard,Dairy Products,Cheeses
10366,65,16.8,5,0.0,84.0,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,10.14,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,8022,Spain,1996,11,28,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,"Rambla de Cataluña, 23",Barcelona,08022,Spain,5.0,New,104.5875,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0,Standard,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10366,77,10.4,5,0.0,52.0,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,10.14,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,8022,Spain,1996,11,28,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,"Rambla de Cataluña, 23",Barcelona,08022,Spain,5.0,New,104.5875,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,32,0,15,0,Economy,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10367,34,11.2,36,0.0,403.2,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,8200,Denmark,1996,11,28,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45,Århus,8200,Denmark,11.0,Regular,511.09435483870965,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,111,0,15,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10367,54,5.9,18,0.0,106.2,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,8200,Denmark,1996,11,28,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45,Århus,8200,Denmark,11.0,Regular,511.09435483870965,Tourtière,25,6,16 pies,7.45,21,0,10,0,Economy,Meat/Poultry,Prepared meats
10367,65,16.8,15,0.0,252.0,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,8200,Denmark,1996,11,28,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45,Århus,8200,Denmark,11.0,Regular,511.09435483870965,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0,Standard,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10367,77,10.4,7,0.0,72.8,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,8200,Denmark,1996,11,28,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45,Århus,8200,Denmark,11.0,Regular,511.09435483870965,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,32,0,15,0,Economy,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10368,21,8.0,5,0.1,36.0,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,11,29,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,40,5,0,Economy,Confections,"Desserts, candies, and sweet breads"
10368,28,36.4,13,0.1,425.88,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,11,29,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1,Standard,Produce,Dried fruit and bean curd
10368,57,15.6,25,0.0,390.0,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,11,29,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,36,0,20,0,Economy,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10368,64,26.6,35,0.1,837.9,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,11,29,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,Standard,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10369,29,99.0,20,0.0,1980.0,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,82520,USA,1996,12,2,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,P.O. Box 555,Lander,82520,USA,9.0,Regular,572.0815,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Luxury,Meat/Poultry,Prepared meats
10369,56,30.4,18,0.25,410.4,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,82520,USA,1996,12,2,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,P.O. Box 555,Lander,82520,USA,9.0,Regular,572.0815,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,21,10,30,0,Standard,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10370,1,14.4,15,0.15,183.6,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,3012,Switzerland,1996,12,3,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,3012,Switzerland,8.0,Regular,561.3127272727272,Chai,8,1,10 boxes x 30 bags,18.0,39,0,10,1,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10370,64,26.6,30,0.0,798.0,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,3012,Switzerland,1996,12,3,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,3012,Switzerland,8.0,Regular,561.3127272727272,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,Standard,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10370,74,8.0,20,0.15,136.0,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,3012,Switzerland,1996,12,3,Chop-suey Chinese,Yang Wang,Owner,Hauptstr. 29,Bern,3012,Switzerland,8.0,Regular,561.3127272727272,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0,Economy,Produce,Dried fruit and bean curd
10371,36,15.2,6,0.2,72.96,LAMAI,1,1996-12-03,1996-12-31,1996-12-24,1,0.45,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,31000,France,1996,12,3,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,31000,France,14.0,Loyal,300.90967741935486,Inlagd Sill,17,8,24 - 250 g  jars,19.0,112,0,20,0,Economy,Seafood,Seaweed and fish
10372,20,64.8,12,0.25,583.1999999999999,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,05487-020,Brazil,1996,12,4,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,"Alameda dos Canàrios, 891",Sao Paulo,05487-020,Brazil,13.0,Loyal,642.9374375,Sir Rodney's Marmalade,8,3,30 gift boxes,81.0,40,0,0,0,Luxury,Confections,"Desserts, candies, and sweet breads"
10372,38,210.8,40,0.25,6324.0,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,05487-020,Brazil,1996,12,4,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,"Alameda dos Canàrios, 891",Sao Paulo,05487-020,Brazil,13.0,Loyal,642.9374375,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,17,0,15,0,Luxury,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10372,60,27.2,70,0.25,1428.0,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,05487-020,Brazil,1996,12,4,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,"Alameda dos Canàrios, 891",Sao Paulo,05487-020,Brazil,13.0,Loyal,642.9374375,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0,Standard,Dairy Products,Cheeses
10372,72,27.8,42,0.25,875.7,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,05487-020,Brazil,1996,12,4,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,"Alameda dos Canàrios, 891",Sao Paulo,05487-020,Brazil,13.0,Loyal,642.9374375,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0,Standard,Dairy Products,Cheeses
10373,58,10.6,80,0.2,678.4000000000001,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,11111,Ireland,1996,12,5,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,11111,Ireland,19.0,Loyal,908.7255454545455,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0,Economy,Seafood,Seaweed and fish
10373,71,17.2,50,0.2,688.0,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,11111,Ireland,1996,12,5,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,11111,Ireland,19.0,Loyal,908.7255454545455,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,Standard,Dairy Products,Cheeses
10374,31,10.0,30,0.0,300.0,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,01-012,Poland,1996,12,5,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,ul. Filtrowa 68,Warszawa,01-012,Poland,7.0,Regular,220.746875,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Economy,Dairy Products,Cheeses
10374,58,10.6,15,0.0,159.0,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,01-012,Poland,1996,12,5,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,ul. Filtrowa 68,Warszawa,01-012,Poland,7.0,Regular,220.746875,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0,Economy,Seafood,Seaweed and fish
10375,14,18.6,15,0.0,279.0,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,97827,USA,1996,12,6,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,City Center Plaza 516 Main St.,Elgin,97827,USA,5.0,New,340.35555555555555,Tofu,6,7,40 - 100 g pkgs.,23.25,35,0,0,0,Standard,Produce,Dried fruit and bean curd
10375,54,5.9,10,0.0,59.0,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,97827,USA,1996,12,6,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,City Center Plaza 516 Main St.,Elgin,97827,USA,5.0,New,340.35555555555555,Tourtière,25,6,16 pies,7.45,21,0,10,0,Economy,Meat/Poultry,Prepared meats
10376,31,10.0,42,0.05,399.0,MEREP,1,1996-12-09,1997-01-06,1996-12-13,2,20.39,Mère Paillarde,43 rue St. Laurent,Montréal,H1J 1C3,Canada,1996,12,9,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,H1J 1C3,Canada,13.0,Loyal,902.2559375000001,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Economy,Dairy Products,Cheeses
10377,28,36.4,20,0.15,618.8,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,OX15 4NB,UK,1996,12,9,Seven Seas Imports,Hari Kumar,Sales Manager,90 Wadhurst Rd.,London,OX15 4NB,UK,9.0,Regular,623.6663461538461,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1,Standard,Produce,Dried fruit and bean curd
10377,39,14.4,20,0.15,244.79999999999998,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,OX15 4NB,UK,1996,12,9,Seven Seas Imports,Hari Kumar,Sales Manager,90 Wadhurst Rd.,London,OX15 4NB,UK,9.0,Regular,623.6663461538461,Chartreuse verte,18,1,750 cc per bottle,18.0,69,0,5,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10378,71,17.2,6,0.0,103.19999999999999,FOLKO,5,1996-12-10,1997-01-07,1996-12-19,3,5.44,Folk och fä HB,Åkergatan 24,Bräcke,S-844 67,Sweden,1996,12,10,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,S-844 67,Sweden,19.0,Loyal,657.0569444444444,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,Standard,Dairy Products,Cheeses
10379,41,7.7,8,0.1,55.440000000000005,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,1996,12,11,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,9.0,Regular,277.7004166666667,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,85,0,10,0,Economy,Seafood,Seaweed and fish
10379,63,35.1,16,0.1,505.44000000000005,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,1996,12,11,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,9.0,Regular,277.7004166666667,Vegie-spread,7,2,15 - 625 g jars,43.9,24,0,5,0,Standard,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10379,65,16.8,20,0.1,302.40000000000003,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,1996,12,11,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,9.0,Regular,277.7004166666667,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0,Standard,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10380,30,20.7,18,0.1,335.34,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,11111,Ireland,1996,12,12,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,11111,Ireland,19.0,Loyal,908.7255454545455,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,10,0,15,0,Standard,Seafood,Seaweed and fish
10380,53,26.2,20,0.1,471.6,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,11111,Ireland,1996,12,12,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,11111,Ireland,19.0,Loyal,908.7255454545455,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1,Standard,Meat/Poultry,Prepared meats
10380,60,27.2,6,0.1,146.88,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,11111,Ireland,1996,12,12,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,11111,Ireland,19.0,Loyal,908.7255454545455,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0,Standard,Dairy Products,Cheeses
10380,70,12.0,30,0.0,360.0,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,11111,Ireland,1996,12,12,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,11111,Ireland,19.0,Loyal,908.7255454545455,Outback Lager,7,1,24 - 355 ml bottles,15.0,15,10,30,0,Economy,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10381,74,8.0,14,0.0,112.0,LILAS,3,1996-12-12,1997-01-09,1996-12-13,3,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,1996,12,12,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,14.0,Loyal,472.84117647058827,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0,Economy,Produce,Dried fruit and bean curd
10382,5,17.0,32,0.0,544.0,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,12,13,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,0,0,0,1,Standard,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10382,18,50.0,9,0.0,450.0,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,12,13,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Carnarvon Tigers,7,8,16 kg pkg.,62.5,42,0,0,0,Luxury,Seafood,Seaweed and fish
10382,29,99.0,14,0.0,1386.0,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,12,13,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Luxury,Meat/Poultry,Prepared meats
10382,33,2.0,60,0.0,120.0,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,8010,Austria,1996,12,13,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,8010,Austria,30.0,Loyal,1028.1860637254902,Geitost,15,4,500 g,2.5,112,0,20,0,Economy,Dairy Products,Cheeses
